trade_id,asset,direction,ob_formation_time,bos_time,entry_time,exit_time,ob_formation_time_ist,bos_time_ist,entry_time_ist,exit_time_ist,ob_high,ob_low,ob_width,ob_width_pct,entry_price,sl_price,tp_price,sl_distance_pct,theoretical_leverage,applied_leverage,planned_tp_market_pct,planned_sl_account_pct,planned_tp_account_pct,starting_capital,position_notional,gross_pnl,fees,net_pnl,ending_capital,outcome,exit_reason,is_ambiguous,holding_bars,holding_time_hours,bars_ob_to_entry,hours_ob_to_entry,bars_retest_to_entry,hours_retest_to_entry,realized_r,cumulative_realized_r,data_timeframe,trade_narrative
217,SOLUSD,SHORT,2025-07-30 14:00:00+00:00,2025-07-30 23:00:00+00:00,2025-07-31 00:00:00+00:00,2025-07-31 04:00:00+00:00,2025-07-30 19:30:00 IST,2025-07-31 04:30:00 IST,2025-07-31 05:30:00 IST,2025-07-31 09:30:00 IST,180.539,177.655,1.412,1.6168,178.376,180.539,177.3057,1.2126,28.86,28.86,0.6,35.0,17.32,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,4,4.0,1,1.0,0,0.0,-1.0,-16.2883,1h,Price breached distal stop loss at 180.5390.
218,SOLUSD,SHORT,2025-07-30 07:00:00+00:00,2025-07-31 04:00:00+00:00,2025-07-31 05:00:00+00:00,2025-07-31 09:00:00+00:00,2025-07-30 12:30:00 IST,2025-07-31 09:30:00 IST,2025-07-31 10:30:00 IST,2025-07-31 14:30:00 IST,182.518,180.316,1.412,1.2175,180.8665,182.518,179.7813,0.9131,38.33,38.33,0.6,35.0,23.0,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,4,4.0,1,1.0,0,0.0,-1.0,-17.2883,1h,Price breached distal stop loss at 182.5180.
219,SOLUSD,LONG,2025-07-30 21:00:00+00:00,2025-07-31 14:00:00+00:00,2025-07-31 15:00:00+00:00,2025-07-31 15:00:00+00:00,2025-07-31 02:30:00 IST,2025-07-31 19:30:00 IST,2025-07-31 20:30:00 IST,2025-07-31 20:30:00 IST,176.599,174.713,1.412,1.0708,176.1275,174.713,177.1843,0.8031,43.58,43.58,0.6,35.0,26.15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.7471,-16.5412,1h,Price reached fixed +0.60% TP target at 177.1843.
220,SOLUSD,SHORT,2025-08-02 11:00:00+00:00,2025-08-04 02:00:00+00:00,2025-08-04 03:00:00+00:00,2025-08-04 05:00:00+00:00,2025-08-02 16:30:00 IST,2025-08-04 07:30:00 IST,2025-08-04 08:30:00 IST,2025-08-04 10:30:00 IST,165.064,162.173,1.412,1.7748,162.8957,165.064,161.9184,1.3311,26.29,26.29,0.6,35.0,15.78,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,2,2.0,1,1.0,0,0.0,0.4508,-16.0904,1h,Price reached fixed +0.60% TP target at 161.9184.
221,SOLUSD,LONG,2025-08-05 08:00:00+00:00,2025-08-05 12:00:00+00:00,2025-08-05 13:00:00+00:00,2025-08-05 13:00:00+00:00,2025-08-05 13:30:00 IST,2025-08-05 17:30:00 IST,2025-08-05 18:30:00 IST,2025-08-05 18:30:00 IST,167.194,165.593,1.412,0.9599,166.7937,165.593,167.7945,0.7199,48.62,48.62,0.6,35.0,29.17,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.8334,-15.257,1h,Price reached fixed +0.60% TP target at 167.7945.
222,SOLUSD,LONG,2025-08-04 06:00:00+00:00,2025-08-05 21:00:00+00:00,2025-08-05 22:00:00+00:00,2025-08-05 22:00:00+00:00,2025-08-04 11:30:00 IST,2025-08-06 02:30:00 IST,2025-08-06 03:30:00 IST,2025-08-06 03:30:00 IST,162.4,161.202,1.412,0.739,162.1005,161.202,163.0731,0.5543,63.14,63.14,0.6,35.0,37.89,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,1.0825,-14.1745,1h,Price reached fixed +0.60% TP target at 163.0731.
223,SOLUSD,LONG,2025-08-09 14:00:00+00:00,2025-08-10 06:00:00+00:00,2025-08-10 07:00:00+00:00,2025-08-10 07:00:00+00:00,2025-08-09 19:30:00 IST,2025-08-10 11:30:00 IST,2025-08-10 12:30:00 IST,2025-08-10 12:30:00 IST,181.16,178.835,1.412,1.2875,180.5788,178.835,181.6622,0.9656,36.25,36.25,0.6,35.0,21.75,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-15.1745,1h,Price breached distal stop loss at 178.8350.
224,SOLUSD,SHORT,2025-08-19 01:00:00+00:00,2025-08-19 11:00:00+00:00,2025-08-19 13:00:00+00:00,2025-08-19 13:00:00+00:00,2025-08-19 06:30:00 IST,2025-08-19 16:30:00 IST,2025-08-19 18:30:00 IST,2025-08-19 18:30:00 IST,185.82,182.566,1.412,1.7745,183.3795,185.82,182.2792,1.3308,26.3,26.3,0.6,35.0,15.78,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,2,2.0,1,1.0,0.4508,-14.7236,1h,Price reached fixed +0.60% TP target at 182.2792.
225,SOLUSD,SHORT,2025-08-19 13:00:00+00:00,2025-08-20 02:00:00+00:00,2025-08-20 03:00:00+00:00,2025-08-20 03:00:00+00:00,2025-08-19 18:30:00 IST,2025-08-20 07:30:00 IST,2025-08-20 08:30:00 IST,2025-08-20 08:30:00 IST,183.411,180.606,1.412,1.5471,181.3073,183.411,180.2194,1.1603,30.16,30.16,0.6,35.0,18.1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.5171,-14.2065,1h,Price reached fixed +0.60% TP target at 180.2194.
226,SOLUSD,SHORT,2025-08-17 16:00:00+00:00,2025-08-22 15:00:00+00:00,2025-08-22 16:00:00+00:00,2025-08-22 16:00:00+00:00,2025-08-17 21:30:00 IST,2025-08-22 20:30:00 IST,2025-08-22 21:30:00 IST,2025-08-22 21:30:00 IST,195.791,192.842,1.412,1.5234,193.5793,195.791,192.4178,1.1426,30.63,30.63,0.6,35.0,18.38,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-15.2065,1h,Price breached distal stop loss at 195.7910.
227,SOLUSD,LONG,2025-08-24 20:00:00+00:00,2025-08-25 05:00:00+00:00,2025-08-25 06:00:00+00:00,2025-08-25 07:00:00+00:00,2025-08-25 01:30:00 IST,2025-08-25 10:30:00 IST,2025-08-25 11:30:00 IST,2025-08-25 12:30:00 IST,205.504,201.189,1.412,2.1108,204.4253,201.189,205.6518,1.5831,22.11,22.11,0.6,35.0,13.27,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-16.2065,1h,Price breached distal stop loss at 201.1890.
228,SOLUSD,SHORT,2025-08-25 14:00:00+00:00,2025-08-26 19:00:00+00:00,2025-08-26 20:00:00+00:00,2025-08-26 20:00:00+00:00,2025-08-25 19:30:00 IST,2025-08-27 00:30:00 IST,2025-08-27 01:30:00 IST,2025-08-27 01:30:00 IST,199.451,196.837,1.412,1.3236,197.4905,199.451,196.3056,0.9927,35.26,35.26,0.6,35.0,21.15,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.6044,-15.6021,1h,Price reached fixed +0.60% TP target at 196.3056.
229,SOLUSD,LONG,2025-08-28 17:00:00+00:00,2025-08-29 07:00:00+00:00,2025-08-29 08:00:00+00:00,2025-08-29 08:00:00+00:00,2025-08-28 22:30:00 IST,2025-08-29 12:30:00 IST,2025-08-29 13:30:00 IST,2025-08-29 13:30:00 IST,210.593,207.272,1.412,1.5832,209.7627,207.272,211.0213,1.1874,29.48,29.48,0.6,35.0,17.69,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-16.6021,1h,Price breached distal stop loss at 207.2720.
230,SOLUSD,SHORT,2025-08-30 05:00:00+00:00,2025-08-31 00:00:00+00:00,2025-08-31 01:00:00+00:00,2025-08-31 04:00:00+00:00,2025-08-30 10:30:00 IST,2025-08-31 05:30:00 IST,2025-08-31 06:30:00 IST,2025-08-31 09:30:00 IST,206.985,204.34,1.412,1.2902,205.0012,206.985,203.7712,0.9677,36.17,36.17,0.6,35.0,21.7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,3,3.0,1,1.0,0,0.0,0.62,-15.9821,1h,Price reached fixed +0.60% TP target at 203.7712.
231,SOLUSD,SHORT,2025-09-01 08:00:00+00:00,2025-09-02 04:00:00+00:00,2025-09-02 05:00:00+00:00,2025-09-02 11:00:00+00:00,2025-09-01 13:30:00 IST,2025-09-02 09:30:00 IST,2025-09-02 10:30:00 IST,2025-09-02 16:30:00 IST,204.491,202.36,1.412,1.0503,202.8928,204.491,201.6754,0.7877,44.43,44.43,0.6,35.0,26.66,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,6,6.0,1,1.0,0,0.0,0.7617,-15.2204,1h,Price reached fixed +0.60% TP target at 201.6754.
232,SOLUSD,LONG,2025-09-03 06:00:00+00:00,2025-09-03 21:00:00+00:00,2025-09-03 22:00:00+00:00,2025-09-03 23:00:00+00:00,2025-09-03 11:30:00 IST,2025-09-04 02:30:00 IST,2025-09-04 03:30:00 IST,2025-09-04 04:30:00 IST,209.373,207.921,1.412,0.6947,209.01,207.921,210.2641,0.521,67.17,67.17,0.6,35.0,40.3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,1.1516,-14.0688,1h,Price reached fixed +0.60% TP target at 210.2641.
233,SOLUSD,SHORT,2025-09-04 10:00:00+00:00,2025-09-05 07:00:00+00:00,2025-09-05 08:00:00+00:00,2025-09-05 08:00:00+00:00,2025-09-04 15:30:00 IST,2025-09-05 12:30:00 IST,2025-09-05 13:30:00 IST,2025-09-05 13:30:00 IST,208.732,207.46,1.412,0.6122,207.778,208.732,206.5313,0.4591,76.23,76.23,0.6,35.0,45.74,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,1.3068,-12.7621,1h,Price reached fixed +0.60% TP target at 206.5313.
234,SOLUSD,SHORT,2025-09-03 13:00:00+00:00,2025-09-05 13:00:00+00:00,2025-09-08 09:00:00+00:00,2025-09-08 09:00:00+00:00,2025-09-03 18:30:00 IST,2025-09-05 18:30:00 IST,2025-09-08 14:30:00 IST,2025-09-08 14:30:00 IST,212.993,209.021,1.412,1.8913,210.014,212.993,208.7539,1.4185,24.67,24.67,0.6,35.0,14.8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,68,68.0,67,67.0,0.423,-12.3391,1h,Price reached fixed +0.60% TP target at 208.7539.
235,SOLUSD,LONG,2025-09-12 08:00:00+00:00,2025-09-13 16:00:00+00:00,2025-09-13 17:00:00+00:00,2025-09-13 17:00:00+00:00,2025-09-12 13:30:00 IST,2025-09-13 21:30:00 IST,2025-09-13 22:30:00 IST,2025-09-13 22:30:00 IST,238.298,236.633,1.412,0.6999,237.8818,236.633,239.309,0.5249,66.67,66.67,0.6,35.0,40.0,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-13.3391,1h,Price breached distal stop loss at 236.6330.
236,SOLUSD,SHORT,2025-09-15 12:00:00+00:00,2025-09-15 21:00:00+00:00,2025-09-16 01:00:00+00:00,2025-09-16 01:00:00+00:00,2025-09-15 17:30:00 IST,2025-09-16 02:30:00 IST,2025-09-16 06:30:00 IST,2025-09-16 06:30:00 IST,238.088,234.336,1.412,1.5947,235.274,238.088,233.8624,1.1961,29.26,29.26,0.6,35.0,17.56,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,4,4.0,3,3.0,0.5017,-12.8374,1h,Price reached fixed +0.60% TP target at 233.8624.
237,SOLUSD,LONG,2025-09-16 14:00:00+00:00,2025-09-17 10:00:00+00:00,2025-09-17 14:00:00+00:00,2025-09-17 14:00:00+00:00,2025-09-16 19:30:00 IST,2025-09-17 15:30:00 IST,2025-09-17 19:30:00 IST,2025-09-17 19:30:00 IST,234.3076,231.226,1.412,1.3195,233.5372,231.226,234.9384,0.9896,35.37,35.37,0.6,35.0,21.22,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,4,4.0,3,3.0,0.6063,-12.2311,1h,Price reached fixed +0.60% TP target at 234.9384.
238,SOLUSD,SHORT,2025-09-14 17:00:00+00:00,2025-09-17 22:00:00+00:00,2025-09-17 23:00:00+00:00,2025-09-17 23:00:00+00:00,2025-09-14 22:30:00 IST,2025-09-18 03:30:00 IST,2025-09-18 04:30:00 IST,2025-09-18 04:30:00 IST,248.4,244.468,1.412,1.6019,245.451,248.4,243.9783,1.2015,29.13,29.13,0.6,35.0,17.48,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.4994,-11.7318,1h,Price reached fixed +0.60% TP target at 243.9783.
239,SOLUSD,LONG,2025-09-18 06:00:00+00:00,2025-09-19 03:00:00+00:00,2025-09-19 04:00:00+00:00,2025-09-19 09:00:00+00:00,2025-09-18 11:30:00 IST,2025-09-19 08:30:00 IST,2025-09-19 09:30:00 IST,2025-09-19 14:30:00 IST,245.029,242.558,1.412,1.011,244.4112,242.558,245.8777,0.7583,46.16,46.16,0.6,35.0,27.7,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,5,5.0,1,1.0,0,0.0,-1.0,-12.7318,1h,Price breached distal stop loss at 242.5580.
240,SOLUSD,LONG,2025-09-20 19:00:00+00:00,2025-09-21 08:00:00+00:00,2025-09-21 09:00:00+00:00,2025-09-21 09:00:00+00:00,2025-09-21 00:30:00 IST,2025-09-21 13:30:00 IST,2025-09-21 14:30:00 IST,2025-09-21 14:30:00 IST,238.989,237.8856,1.412,0.4622,238.7132,237.8856,240.1454,0.3467,100.96,100.0,0.6,34.67,60.0,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-13.7318,1h,Price breached distal stop loss at 237.8856.
241,SOLUSD,SHORT,2025-09-23 00:00:00+00:00,2025-09-23 08:00:00+00:00,2025-09-23 09:00:00+00:00,2025-09-23 09:00:00+00:00,2025-09-23 05:30:00 IST,2025-09-23 13:30:00 IST,2025-09-23 14:30:00 IST,2025-09-23 14:30:00 IST,221.325,219.363,1.412,0.8924,219.8535,221.325,218.5344,0.6693,52.29,52.29,0.6,35.0,31.38,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.8964,-12.8353,1h,Price reached fixed +0.60% TP target at 218.5344.
242,SOLUSD,SHORT,2025-09-25 19:00:00+00:00,2025-09-26 16:00:00+00:00,2025-09-26 17:00:00+00:00,2025-09-26 17:00:00+00:00,2025-09-26 00:30:00 IST,2025-09-26 21:30:00 IST,2025-09-26 22:30:00 IST,2025-09-26 22:30:00 IST,200.8519,197.33,1.412,1.7768,198.2105,200.8519,197.0212,1.3326,26.26,26.26,0.6,35.0,15.76,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-13.8353,1h,Price breached distal stop loss at 200.8519.
243,SOLUSD,LONG,2025-09-27 17:00:00+00:00,2025-09-28 00:00:00+00:00,2025-09-28 01:00:00+00:00,2025-09-28 03:00:00+00:00,2025-09-27 22:30:00 IST,2025-09-28 05:30:00 IST,2025-09-28 06:30:00 IST,2025-09-28 08:30:00 IST,202.901,200.8,1.412,1.0382,202.3758,200.8,203.59,0.7786,44.95,44.95,0.6,35.0,26.97,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,2,2.0,1,1.0,0,0.0,-1.0,-14.8353,1h,Price breached distal stop loss at 200.8000.
244,SOLUSD,SHORT,2025-09-27 22:00:00+00:00,2025-09-28 15:00:00+00:00,2025-09-28 16:00:00+00:00,2025-09-28 17:00:00+00:00,2025-09-28 03:30:00 IST,2025-09-28 20:30:00 IST,2025-09-28 21:30:00 IST,2025-09-28 22:30:00 IST,204.871,203.35,1.412,0.7466,203.7303,204.871,202.5079,0.5599,62.51,62.51,0.6,35.0,37.5,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-15.8353,1h,Price breached distal stop loss at 204.8710.
245,SOLUSD,LONG,2025-09-29 12:00:00+00:00,2025-09-30 08:00:00+00:00,2025-09-30 09:00:00+00:00,2025-09-30 13:00:00+00:00,2025-09-29 17:30:00 IST,2025-09-30 13:30:00 IST,2025-09-30 14:30:00 IST,2025-09-30 18:30:00 IST,207.942,205.121,1.412,1.3612,207.2368,205.121,208.4802,1.0209,34.28,34.28,0.6,35.0,20.57,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,4,4.0,1,1.0,0,0.0,0.5877,-15.2476,1h,Price reached fixed +0.60% TP target at 208.4802.
246,SOLUSD,SHORT,2025-09-23 16:00:00+00:00,2025-10-01 18:00:00+00:00,2025-10-01 19:00:00+00:00,2025-10-01 23:00:00+00:00,2025-09-23 21:30:00 IST,2025-10-01 23:30:00 IST,2025-10-02 00:30:00 IST,2025-10-02 04:30:00 IST,221.684,217.753,1.412,1.7971,218.7357,221.684,217.4233,1.3479,25.97,25.97,0.6,35.0,15.58,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,4,4.0,1,1.0,0,0.0,-1.0,-16.2476,1h,Price breached distal stop loss at 221.6840.
247,SOLUSD,LONG,2025-10-02 07:00:00+00:00,2025-10-02 14:00:00+00:00,2025-10-02 15:00:00+00:00,2025-10-02 15:00:00+00:00,2025-10-02 12:30:00 IST,2025-10-02 19:30:00 IST,2025-10-02 20:30:00 IST,2025-10-02 20:30:00 IST,225.135,222.3561,1.412,1.2381,224.4403,222.3561,225.7869,0.9286,37.69,37.69,0.6,35.0,22.61,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.6461,-15.6015,1h,Price reached fixed +0.60% TP target at 225.7869.
248,SOLUSD,LONG,2025-10-03 14:00:00+00:00,2025-10-03 17:00:00+00:00,2025-10-03 18:00:00+00:00,2025-10-03 18:00:00+00:00,2025-10-03 19:30:00 IST,2025-10-03 22:30:00 IST,2025-10-03 23:30:00 IST,2025-10-03 23:30:00 IST,230.9734,227.106,1.412,1.6814,230.0066,227.106,231.3866,1.2611,27.75,27.75,0.6,35.0,16.65,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.4758,-15.1257,1h,Price reached fixed +0.60% TP target at 231.3866.
249,SOLUSD,LONG,2025-10-06 07:00:00+00:00,2025-10-06 20:00:00+00:00,2025-10-06 21:00:00+00:00,2025-10-06 22:00:00+00:00,2025-10-06 12:30:00 IST,2025-10-07 01:30:00 IST,2025-10-07 02:30:00 IST,2025-10-07 03:30:00 IST,234.197,230.551,1.412,1.5629,233.2855,230.551,234.6852,1.1722,29.86,29.86,0.6,35.0,17.92,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.5119,-14.6138,1h,Price reached fixed +0.60% TP target at 234.6852.
250,SOLUSD,LONG,2025-10-10 08:00:00+00:00,2025-10-10 14:00:00+00:00,2025-10-10 15:00:00+00:00,2025-10-10 15:00:00+00:00,2025-10-10 13:30:00 IST,2025-10-10 19:30:00 IST,2025-10-10 20:30:00 IST,2025-10-10 20:30:00 IST,219.9965,217.283,1.412,1.2372,219.3181,217.283,220.634,0.9279,37.72,37.72,0.6,35.0,22.63,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-15.6138,1h,Price breached distal stop loss at 217.2830.
251,SOLUSD,LONG,2025-10-01 04:00:00+00:00,2025-10-10 18:00:00+00:00,2025-10-10 19:00:00+00:00,2025-10-10 19:00:00+00:00,2025-10-01 09:30:00 IST,2025-10-10 23:30:00 IST,2025-10-11 00:30:00 IST,2025-10-11 00:30:00 IST,209.471,206.31,1.412,1.5148,208.6807,206.31,209.9328,1.1361,30.81,30.81,0.6,35.0,18.48,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-16.6138,1h,Price breached distal stop loss at 206.3100.
252,SOLUSD,SHORT,2025-10-11 15:00:00+00:00,2025-10-12 06:00:00+00:00,2025-10-12 12:00:00+00:00,2025-10-12 12:00:00+00:00,2025-10-11 20:30:00 IST,2025-10-12 11:30:00 IST,2025-10-12 17:30:00 IST,2025-10-12 17:30:00 IST,184.889,182.327,1.412,1.4002,182.9675,184.889,181.8697,1.0502,33.33,33.33,0.6,35.0,20.0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,6,6.0,5,5.0,0.5713,-16.0425,1h,Price reached fixed +0.60% TP target at 181.8697.
253,SOLUSD,LONG,2025-10-13 11:00:00+00:00,2025-10-14 06:00:00+00:00,2025-10-14 07:00:00+00:00,2025-10-14 07:00:00+00:00,2025-10-13 16:30:00 IST,2025-10-14 11:30:00 IST,2025-10-14 12:30:00 IST,2025-10-14 12:30:00 IST,195.46,190.04,1.412,2.7923,194.105,190.04,195.2696,2.0942,16.71,16.71,0.6,35.0,10.03,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.2865,-15.756,1h,Price reached fixed +0.60% TP target at 195.2696.
254,SOLUSD,LONG,2025-10-15 04:00:00+00:00,2025-10-15 11:00:00+00:00,2025-10-15 12:00:00+00:00,2025-10-15 13:00:00+00:00,2025-10-15 09:30:00 IST,2025-10-15 16:30:00 IST,2025-10-15 17:30:00 IST,2025-10-15 18:30:00 IST,203.572,200.47,1.412,1.5296,202.7965,200.47,204.0133,1.1472,30.51,30.51,0.6,35.0,18.31,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,DUAL_TOUCH_CONSERVATIVE_SL,True,1,1.0,1,1.0,0,0.0,-1.0,-16.756,1h,Dual-touch candle: Both TP and SL touched in same 1H candle. Conservative SL-first execution applied.
255,SOLUSD,LONG,2025-10-16 05:00:00+00:00,2025-10-16 14:00:00+00:00,2025-10-16 15:00:00+00:00,2025-10-16 15:00:00+00:00,2025-10-16 10:30:00 IST,2025-10-16 19:30:00 IST,2025-10-16 20:30:00 IST,2025-10-16 20:30:00 IST,194.418,191.365,1.412,1.5765,193.6548,191.365,194.8167,1.1824,29.6,29.6,0.6,35.0,17.76,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-17.756,1h,Price breached distal stop loss at 191.3650.
256,SOLUSD,SHORT,2025-10-17 01:00:00+00:00,2025-10-17 21:00:00+00:00,2025-10-17 22:00:00+00:00,2025-10-17 22:00:00+00:00,2025-10-17 06:30:00 IST,2025-10-18 02:30:00 IST,2025-10-18 03:30:00 IST,2025-10-18 03:30:00 IST,187.515,184.752,1.412,1.4899,185.4427,187.515,184.3301,1.1175,31.32,31.32,0.6,35.0,18.79,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.5369,-17.2191,1h,Price reached fixed +0.60% TP target at 184.3301.
257,SOLUSD,LONG,2025-10-19 09:00:00+00:00,2025-10-19 23:00:00+00:00,2025-10-20 00:00:00+00:00,2025-10-20 03:00:00+00:00,2025-10-19 14:30:00 IST,2025-10-20 04:30:00 IST,2025-10-20 05:30:00 IST,2025-10-20 08:30:00 IST,188.745,183.162,1.412,2.98,187.3493,183.162,188.4733,2.235,15.66,15.66,0.6,35.0,9.4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,3,3.0,1,1.0,0,0.0,0.2685,-16.9506,1h,Price reached fixed +0.60% TP target at 188.4733.
258,SOLUSD,LONG,2025-10-20 00:00:00+00:00,2025-10-20 16:00:00+00:00,2025-10-20 17:00:00+00:00,2025-10-20 17:00:00+00:00,2025-10-20 05:30:00 IST,2025-10-20 21:30:00 IST,2025-10-20 22:30:00 IST,2025-10-20 22:30:00 IST,187.874,183.7822,1.412,2.1899,186.851,183.7822,187.9722,1.6424,21.31,21.31,0.6,35.0,12.79,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.3653,-16.5853,1h,Price reached fixed +0.60% TP target at 187.9722.
259,SOLUSD,SHORT,2025-10-21 15:00:00+00:00,2025-10-23 16:00:00+00:00,2025-10-23 17:00:00+00:00,2025-10-23 17:00:00+00:00,2025-10-21 20:30:00 IST,2025-10-23 21:30:00 IST,2025-10-23 22:30:00 IST,2025-10-23 22:30:00 IST,197.181,191.912,1.412,2.7268,193.2293,197.181,192.0699,2.0451,17.11,17.11,0.6,35.0,10.27,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.2934,-16.2919,1h,Price reached fixed +0.60% TP target at 192.0699.
260,SOLUSD,LONG,2025-10-23 20:00:00+00:00,2025-10-24 14:00:00+00:00,2025-10-24 15:00:00+00:00,2025-10-24 17:00:00+00:00,2025-10-24 01:30:00 IST,2025-10-24 19:30:00 IST,2025-10-24 20:30:00 IST,2025-10-24 22:30:00 IST,191.306,188.364,1.412,1.5438,190.5705,188.364,191.7139,1.1578,30.23,30.23,0.6,35.0,18.14,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,2,2.0,1,1.0,0,0.0,0.5182,-15.7737,1h,Price reached fixed +0.60% TP target at 191.7139.
261,SOLUSD,LONG,2025-10-26 21:00:00+00:00,2025-10-27 22:00:00+00:00,2025-10-27 23:00:00+00:00,2025-10-28 00:00:00+00:00,2025-10-27 02:30:00 IST,2025-10-28 03:30:00 IST,2025-10-28 04:30:00 IST,2025-10-28 05:30:00 IST,198.52,196.9,1.412,0.8177,198.115,196.9,199.3037,0.6133,57.07,57.07,0.6,35.0,34.24,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.9783,-14.7954,1h,Price reached fixed +0.60% TP target at 199.3037.
